0,939928
2,50368
0,643588
3,8345
1,76708
0,0805482
7,26869
2,36905
7,28828
3,77543
1,95586
7,22979
0,0531587
0,139068
0,607546
0,139651
0,742047
0,536167
0,156858
0,178621
0,856758
0,693904
1,84174
0,833426
0,827342
0,472457
0,594634
0,475654
0,0449935
0,615461
0,859469
0,889697
0,12067
0,63792
0,228736
0,372468
0,371254
0,554052
0,238314
0,212074
0,103748
0,378896
1,01568
0,122287
0,439076
0,111102
0,186975
0,211279
0,980449
0,324223
0,455658
0,319705
0,102608
0,404024
0,893538
1,0987
0,224563
0,699615
0,39298
0,270474
0,383622
0,351604
4,47614
0,260684
0,937165
0,671826
0,916703
6,95746
1,31748
0,133544
0,31739
0,11316
0,0492425
0,264624
0,195263
0,472958
0,0865035
0,571505
1,35228
0,430253
0,120141
0,134548
0,790096
0,979837
0,728125
0,364921
0,484002
0,0754681
0,200564
1,35445
0,0592451
0,420026
0,185833
1,8399
0,400037
0,247183
0,525107
0,212928
0,864037
0,307643
