0,0595118
0,15099
0,00358625
0,187963
0,00554213
0,0607141
0,0540386
0,00211129
0,00314967
0,0373521
0,0276009
0,0408989
0,0958036
0,091839
0,0133655
0,111258
0,0125882
0,0275545
0,0823513
0,25342
0,0358975
0,0357817
0,037739
0,109556
0,0377492
0,227296
0,0253806
0,0523825
0,123691
0,137746
0,00708683
0,0146519
0,0453084
0,146831
0,00467167
0,00333175
0,0567229
0,0550275
0,0105855
0,0420775
0,041959
0,0419032
0,0170725
0,0536655
0,103309
0,0277176
0,0135506
0,00126033
0,058716
0,0361177
0,22678
0,0278181
0,00305592
0,0138974
0,085207
0,154993
0,0164727
0,0105593
0,140735
0,0491884
0,0482972
0,00594942
0,0608321
0,0316437
0,0451371
0,0918235
0,0582822
0,062104
0,124311
0,00577487
0,0449079
0,119804
0,0941389
0,0619386
0,166631
0,0570985
0,087596
0,144887
0,0881645
0,03168
0,124277
0,0808215
0,0426237
0,0870007
0,0162112
0,00577979
0,0535745
0,125468
0,0211796
0,0408013
0,145132
0,019019
0,0138908
0,177591
0,0315103
0,0224694
0,0247152
0,0177668
0,133556
0,158451
