0,692019
0,13766
1,81901
0,506516
0,283476
1,18731
1,14117
0,692831
4,13829
0,256031
0,348083
0,862478
1,77047
0,492425
1,2252
1,03066
0,273319
0,677543
1,00011
2,37083
0,27099
0,517718
4,17172
1,51491
1,14923
2,11067
0,517466
1,4926
0,390755
1,00467
0,870468
0,879959
0,498837
2,49866
0,111369
1,00195
1,49237
1,34288
0,452383
0,647149
1,8027
0,913326
0,0800195
2,07041
0,698997
0,653735
0,838833
117,493
12,8381
1,42587
0,532845
1,10661
1,03561
0,613609
2,20609
1,12095
0,510715
3,17064
0,833273
1,84002
0,653266
0,375783
0,340567
1,04441
0,341873
1,46788
0,0412577
0,632505
1,18313
1,72696
1,6138
1,38476
0,989111
100,498
2,53217
5,58431
0,413544
0,460192
0,941251
0,69387
0,515454
0,672507
1,25172
2,22833
0,509653
1,23717
0,261226
0,446185
0,741299
0,863784
2252,05
0,609748
2,91459
1,43018
0,90407
0,693628
0,354452
1,35635
1,43165
1,77579
